1938056729
Resize
1683209337386 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 200.0, coordinate hash:1938056729
1683209345943 class dk.sdu.group.one.player.Player, x: 115.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 192.0, coordinate hash:274773041
1683209345943 class dk.sdu.group.one.player.Player, x: 115.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345944 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 192.0, coordinate hash:274773041 has collided with class dk.sdu.group.one.player.Player, x: 113.0, y: 202.0, coordinate hash:1938056729
1683209345944 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 113.0, y: 202.0, coordinate hash:1938056729
1683209345944 class dk.sdu.group.one.player.Player, x: 113.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 192.0, coordinate hash:274773041
1683209345944 class dk.sdu.group.one.player.Player, x: 113.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345956 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 111.0, y: 202.0, coordinate hash:1938056729
1683209345956 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 111.0, y: 202.0, coordinate hash:1938056729
1683209345956 class dk.sdu.group.one.player.Player, x: 111.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345956 class dk.sdu.group.one.player.Player, x: 111.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345958 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 109.0, y: 202.0, coordinate hash:1938056729
1683209345958 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 109.0, y: 202.0, coordinate hash:1938056729
1683209345958 class dk.sdu.group.one.player.Player, x: 109.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345958 class dk.sdu.group.one.player.Player, x: 109.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345972 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 107.0, y: 202.0, coordinate hash:1938056729
1683209345973 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 107.0, y: 202.0, coordinate hash:1938056729
1683209345974 class dk.sdu.group.one.player.Player, x: 107.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345975 class dk.sdu.group.one.player.Player, x: 107.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345976 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 105.0, y: 202.0, coordinate hash:1938056729
1683209345976 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 105.0, y: 202.0, coordinate hash:1938056729
1683209345976 class dk.sdu.group.one.player.Player, x: 105.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345976 class dk.sdu.group.one.player.Player, x: 105.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345989 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 103.0, y: 202.0, coordinate hash:1938056729
1683209345989 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 103.0, y: 202.0, coordinate hash:1938056729
1683209345989 class dk.sdu.group.one.player.Player, x: 103.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345989 class dk.sdu.group.one.player.Player, x: 103.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209345991 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 101.0, y: 202.0, coordinate hash:1938056729
1683209345991 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 101.0, y: 202.0, coordinate hash:1938056729
1683209345992 class dk.sdu.group.one.player.Player, x: 101.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209345992 class dk.sdu.group.one.player.Player, x: 101.0, y: 202.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209346006 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 99.0, y: 201.0, coordinate hash:1938056729
1683209346006 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 99.0, y: 201.0, coordinate hash:1938056729
1683209346006 class dk.sdu.group.one.player.Player, x: 99.0, y: 201.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346006 class dk.sdu.group.one.player.Player, x: 99.0, y: 201.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209346007 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 97.0, y: 199.0, coordinate hash:1938056729
1683209346007 class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510 has collided with class dk.sdu.group.one.player.Player, x: 97.0, y: 199.0, coordinate hash:1938056729
1683209346007 class dk.sdu.group.one.player.Player, x: 97.0, y: 199.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346007 class dk.sdu.group.one.player.Player, x: 97.0, y: 199.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 112.0, y: 208.0, coordinate hash:1629911510
1683209346022 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 95.0, y: 197.0, coordinate hash:1938056729
1683209346022 class dk.sdu.group.one.player.Player, x: 95.0, y: 197.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346024 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 93.0, y: 195.0, coordinate hash:1938056729
1683209346024 class dk.sdu.group.one.player.Player, x: 93.0, y: 195.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346039 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 91.0, y: 193.0, coordinate hash:1938056729
1683209346039 class dk.sdu.group.one.player.Player, x: 91.0, y: 193.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346040 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 89.0, y: 191.0, coordinate hash:1938056729
1683209346041 class dk.sdu.group.one.player.Player, x: 89.0, y: 191.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346055 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 87.0, y: 189.0, coordinate hash:1938056729
1683209346056 class dk.sdu.group.one.player.Player, x: 87.0, y: 189.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346058 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 85.0, y: 187.0, coordinate hash:1938056729
1683209346059 class dk.sdu.group.one.player.Player, x: 85.0, y: 187.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346072 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 185.0, coordinate hash:1938056729
1683209346073 class dk.sdu.group.one.player.Player, x: 84.0, y: 185.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346076 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 183.0, coordinate hash:1938056729
1683209346076 class dk.sdu.group.one.player.Player, x: 84.0, y: 183.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346089 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 181.0, coordinate hash:1938056729
1683209346089 class dk.sdu.group.one.player.Player, x: 84.0, y: 181.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346093 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 179.0, coordinate hash:1938056729
1683209346093 class dk.sdu.group.one.player.Player, x: 84.0, y: 179.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346105 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 177.0, coordinate hash:1938056729
1683209346106 class dk.sdu.group.one.player.Player, x: 84.0, y: 177.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 192.0, coordinate hash:292917034
1683209346265 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 143.0, coordinate hash:1938056729
1683209346265 class dk.sdu.group.one.player.Player, x: 84.0, y: 143.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346272 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 141.0, coordinate hash:1938056729
1683209346273 class dk.sdu.group.one.player.Player, x: 84.0, y: 141.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346277 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 139.0, coordinate hash:1938056729
1683209346277 class dk.sdu.group.one.player.Player, x: 84.0, y: 139.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346289 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 137.0, coordinate hash:1938056729
1683209346289 class dk.sdu.group.one.player.Player, x: 84.0, y: 137.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346298 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 135.0, coordinate hash:1938056729
1683209346299 class dk.sdu.group.one.player.Player, x: 84.0, y: 135.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346302 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 133.0, coordinate hash:1938056729
1683209346303 class dk.sdu.group.one.player.Player, x: 84.0, y: 133.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346314 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 131.0, coordinate hash:1938056729
1683209346315 class dk.sdu.group.one.player.Player, x: 84.0, y: 131.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346322 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 129.0, coordinate hash:1938056729
1683209346323 class dk.sdu.group.one.player.Player, x: 84.0, y: 129.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346325 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 127.0, coordinate hash:1938056729
1683209346325 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 127.0, coordinate hash:1938056729
1683209346325 class dk.sdu.group.one.player.Player, x: 84.0, y: 127.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346325 class dk.sdu.group.one.player.Player, x: 84.0, y: 127.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346339 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 125.0, coordinate hash:1938056729
1683209346339 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 125.0, coordinate hash:1938056729
1683209346339 class dk.sdu.group.one.player.Player, x: 84.0, y: 125.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346339 class dk.sdu.group.one.player.Player, x: 84.0, y: 125.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346347 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 123.0, coordinate hash:1938056729
1683209346347 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 123.0, coordinate hash:1938056729
1683209346347 class dk.sdu.group.one.player.Player, x: 84.0, y: 123.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346347 class dk.sdu.group.one.player.Player, x: 84.0, y: 123.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346350 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 121.0, coordinate hash:1938056729
1683209346351 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 121.0, coordinate hash:1938056729
1683209346351 class dk.sdu.group.one.player.Player, x: 84.0, y: 121.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346351 class dk.sdu.group.one.player.Player, x: 84.0, y: 121.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346364 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 119.0, coordinate hash:1938056729
1683209346364 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 119.0, coordinate hash:1938056729
1683209346364 class dk.sdu.group.one.player.Player, x: 84.0, y: 119.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346364 class dk.sdu.group.one.player.Player, x: 84.0, y: 119.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346372 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 117.0, coordinate hash:1938056729
1683209346372 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 117.0, coordinate hash:1938056729
1683209346372 class dk.sdu.group.one.player.Player, x: 84.0, y: 117.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346372 class dk.sdu.group.one.player.Player, x: 84.0, y: 117.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346376 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 115.0, coordinate hash:1938056729
1683209346377 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 115.0, coordinate hash:1938056729
1683209346377 class dk.sdu.group.one.player.Player, x: 84.0, y: 115.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346377 class dk.sdu.group.one.player.Player, x: 84.0, y: 115.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346389 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 113.0, coordinate hash:1938056729
1683209346389 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 113.0, coordinate hash:1938056729
1683209346389 class dk.sdu.group.one.player.Player, x: 84.0, y: 113.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346389 class dk.sdu.group.one.player.Player, x: 84.0, y: 113.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 128.0, coordinate hash:242355057
1683209346397 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 111.0, coordinate hash:1938056729
1683209346397 class dk.sdu.group.one.player.Player, x: 84.0, y: 111.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346400 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 109.0, coordinate hash:1938056729
1683209346401 class dk.sdu.group.one.player.Player, x: 84.0, y: 109.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346414 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 107.0, coordinate hash:1938056729
1683209346414 class dk.sdu.group.one.player.Player, x: 84.0, y: 107.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346422 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 105.0, coordinate hash:1938056729
1683209346422 class dk.sdu.group.one.player.Player, x: 84.0, y: 105.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346424 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 103.0, coordinate hash:1938056729
1683209346425 class dk.sdu.group.one.player.Player, x: 84.0, y: 103.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346439 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 101.0, coordinate hash:1938056729
1683209346439 class dk.sdu.group.one.player.Player, x: 84.0, y: 101.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346447 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 99.0, coordinate hash:1938056729
1683209346448 class dk.sdu.group.one.player.Player, x: 84.0, y: 99.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346450 class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 97.0, coordinate hash:1938056729
1683209346450 class dk.sdu.group.one.player.Player, x: 84.0, y: 97.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 96.0, y: 112.0, coordinate hash:455538610
1683209346464 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 95.0, coordinate hash:1938056729
1683209346464 class dk.sdu.group.one.player.Player, x: 84.0, y: 95.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346470 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 93.0, coordinate hash:1938056729
1683209346470 class dk.sdu.group.one.player.Player, x: 84.0, y: 93.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346480 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 91.0, coordinate hash:1938056729
1683209346481 class dk.sdu.group.one.player.Player, x: 84.0, y: 91.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346489 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 89.0, coordinate hash:1938056729
1683209346489 class dk.sdu.group.one.player.Player, x: 84.0, y: 89.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346491 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 84.0, y: 87.0, coordinate hash:1938056729
1683209346491 class dk.sdu.group.one.player.Player, x: 84.0, y: 87.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346506 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 85.0, y: 85.0, coordinate hash:1938056729
1683209346506 class dk.sdu.group.one.player.Player, x: 85.0, y: 85.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346516 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 87.0, y: 83.0, coordinate hash:1938056729
1683209346517 class dk.sdu.group.one.player.Player, x: 87.0, y: 83.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346531 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 89.0, y: 81.0, coordinate hash:1938056729
1683209346531 class dk.sdu.group.one.player.Player, x: 89.0, y: 81.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
1683209346539 class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409 has collided with class dk.sdu.group.one.player.Player, x: 91.0, y: 80.0, coordinate hash:1938056729
1683209346539 class dk.sdu.group.one.player.Player, x: 91.0, y: 80.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 80.0, y: 80.0, coordinate hash:1226622409
